Make,Model,Year,Trim,Trim (description),Condition type,Base MSRP,Price,Colors exterior,Colors interior,Body type,Doors,Body seats,VIN,Mileage,Cylinders,Engine size (L),Horsepower (HP),Torque (ft-lbs),Torque (rpm),Drive terrain,Transmission,Engine type,Fuel type,Fuel tank capacity (gal),EPA combined MPG,EPA city MPG,EPA highway MPG,EPA electricity range (mi),EPA time to charge battery (at 240V) (hr),Battery capacity (kWh),Source JSON,Source URL,Source Name,Title status,Image URL,Region,State,Accidents reported,Owner,Rental use?,Date captured,Date added,Date modified,Days on market,Listing year
Acura,TLX,2016,Base,Unknown,Used,Unknown,16500,Gray,Blue,Utility,Unknown,Unknown,Unknown,45000,C,4,206.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,Frontier,2013,SV,Unknown,Used,Unknown,15500,Blue,Gray,Utility,Unknown,Unknown,Unknown,67000,C,V6,261.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Camaro,2021,1SS,Unknown,Used,Unknown,47000,Gray,Black,Utility,Unknown,Unknown,Unknown,12600,C,8,455.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Panamera,2018,4,Unknown,Used,Unknown,59800,White,Black,Utility,Unknown,Unknown,Unknown,24882,C,V6,330.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Acura,TLX PMC,2020,Edition,Unknown,Used,Unknown,43500,Red,Black,Utility,Unknown,Unknown,Unknown,6900,C,V6,290.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kia,Sorento EX,2019,V6,Unknown,Used,Unknown,23754,Titanium Silver,Satin Black,Utility,Unknown,Unknown,Unknown,66075,G,24V,3.3L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Palisade,2021,SEL,Unknown,Used,Unknown,29600,Black,Black,Utility,Unknown,Unknown,Unknown,68050,C,V6,291.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,F-250,2017,Lariat,Unknown,Used,Unknown,50000,Gray,Black,Utility,Unknown,Unknown,Unknown,128000,C,8,440.0,Unknown,Unknown,Unknown,Automatic,Engine,Diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,430,2021,i,Unknown,Used,Unknown,51000,White,Blue,Utility,Unknown,Unknown,Unknown,9472,C,4,255.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mitsubishi,Lancer,2009,GTS,Unknown,Used,Unknown,5100,Orange,Gray,Utility,Unknown,Unknown,Unknown,185963,C,4,168.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,NV200,2019,S,Unknown,Used,Unknown,19500,Black,Gray,Utility,Unknown,Unknown,Unknown,52000,C,4,131.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Buick,Enclave,2015,Leather,Unknown,Used,Unknown,18950,Blue,Black,Utility,Unknown,Unknown,Unknown,68653,C,V6,288.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,RX 330,2004,Base,Unknown,Used,Unknown,7900,Silver,Gray,Utility,Unknown,Unknown,Unknown,151896,C,V6,230.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,RX 450h F,2019,Sport,Unknown,Used,Unknown,44950,Caviar,Rioja Red,Utility,Unknown,Unknown,Unknown,43671,P,24V,3.5L,Unknown,Unknown,Unknown,Manual,DOHC,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,F-250,2017,Lariat,Unknown,Used,Unknown,45985,White,Camel,Utility,Unknown,Unknown,Unknown,72128,M,16V,6.2L,Unknown,Unknown,Unknown,Manual,SOHC,E85 Flex Fuel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Kia,Forte Koup,2013,EX,Unknown,Used,Unknown,5500,Black,–,Utility,Unknown,Unknown,Unknown,134207,C,4,156.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Terrain,2020,SLE,Unknown,Used,Unknown,29900,Summit White,Jet Black,Utility,Unknown,Unknown,Unknown,26470,G,16V,1.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Macan,2018,Base,Unknown,Used,Unknown,35000,Black,Black,Utility,Unknown,Unknown,Unknown,82300,C,4,252.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,RC 350,2015,Base,Unknown,Used,Unknown,24000,Blue,Blue,Utility,Unknown,Unknown,Unknown,124000,C,V6,306.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,S4 3.0T Premium,2020,Plus,Unknown,Used,Unknown,49995,Tango Red Metallic,Black,Utility,Unknown,Unknown,Unknown,23823,G,24V,3.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Yukon,2002,SLT,Unknown,Used,Unknown,4999,Gray,Beige,Utility,Unknown,Unknown,Unknown,222600,C,8,275.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lamborghini,Urus,2021,Base,Unknown,Used,Unknown,279900,White,Black,Utility,Unknown,Unknown,Unknown,9500,C,8,641.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
INFINITI,QX60,2014,Base,Unknown,Used,Unknown,12500,Black,Black,Utility,Unknown,Unknown,Unknown,154247,C,V6,265.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Silverado 2500 LTZ H/D Extended,2008,Cab,Unknown,Used,Unknown,23500,Beige,Black,Utility,Unknown,Unknown,Unknown,128000,C,8,353.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Maserati,GranTurismo,2008,Base,Unknown,Used,Unknown,13000,Blue,Brown,Utility,Unknown,Unknown,Unknown,70000,C,8,405.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Acura,Integra,1995,GS-R,Unknown,Used,Unknown,10999,White,Blue,Utility,Unknown,Unknown,Unknown,123000,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,–,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X6 M,2016,Base,Unknown,Used,Unknown,48600,White,Brown,Utility,Unknown,Unknown,Unknown,52375,C,8,567.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chrysler,300,2016,S,Unknown,Used,Unknown,17500,Black,Black,Utility,Unknown,Unknown,Unknown,100574,C,V6,300.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chrysler,300,2014,Base,Unknown,Used,Unknown,11250,White,–,Utility,Unknown,Unknown,Unknown,85000,C,V6,292.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Acura,RDX w/A-Spec,2023,Package,Unknown,Used,Unknown,48998,White,Black,Utility,Unknown,Unknown,Unknown,3959,T,DOHC,2.0,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Corvette Stingray,2021,w/1LT,Unknown,Used,Unknown,72900,Silver,Black,Utility,Unknown,Unknown,Unknown,10400,C,8,490.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Chevrolet,Camaro,2019,1SS,Unknown,Used,Unknown,41500,Orange,Black,Utility,Unknown,Unknown,Unknown,19200,C,8,455.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,E-Class E 350,2013,4MATIC,Unknown,Used,Unknown,13000,Gray,Beige,Utility,Unknown,Unknown,Unknown,81000,C,V6,302.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,F-150,2022,Raptor,Unknown,Used,Unknown,77900,Oxford White,Rhapsody Blue,Utility,Unknown,Unknown,Unknown,17451,P,24V,3.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,Versa 1.8,2011,S,Unknown,Used,Unknown,4000,Black,–,Utility,Unknown,Unknown,Unknown,165000,C,4,122.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M3,2024,CS,Unknown,Used,Unknown,145000,Green,Black,Utility,Unknown,Unknown,Unknown,124,6,Straight,543.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Hyundai,Accent,2013,GLS,Unknown,Used,Unknown,6500,Silver,Gray,Utility,Unknown,Unknown,Unknown,117500,C,4,138.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,S-Class S 450,2018,4MATIC,Unknown,Used,Unknown,60000,Black,Black,Utility,Unknown,Unknown,Unknown,72500,C,V6,362.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,911,2023,GT3,Unknown,Used,Unknown,279950,Black,Gray,Utility,Unknown,Unknown,Unknown,265,G,24V,4.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG GT 63 S,2020,4-Door,Unknown,Used,Unknown,117900,Obsidian Black Metallic,Black,Utility,Unknown,Unknown,Unknown,21214,G,32V,4.0L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Audi,Q5 3.0 TDI Premium,2014,Plus,Unknown,Used,Unknown,22500,Black,Black,Utility,Unknown,Unknown,Unknown,55564,C,V6,240.0,Unknown,Unknown,Unknown,Automatic,Engine,Diesel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Cadillac,LYRIQ,2023,Luxury,Unknown,Used,Unknown,68750,Gray,Silver,Utility,Unknown,Unknown,Unknown,1090,E,Motor,500.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Volvo,XC60 T5,2019,R-Design,Unknown,Used,Unknown,30000,Gray,Black,Utility,Unknown,Unknown,Unknown,43500,C,4,250.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,AMG GT 53,2019,Base,Unknown,Used,Unknown,83000,Black,Black,Utility,Unknown,Unknown,Unknown,35000,6,Straight,429.0,Unknown,Unknown,Unknown,Manual,Cylinder,Hybrid,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
GMC,Yukon,2017,SLT,Unknown,Used,Unknown,30000,White,Beige,Utility,Unknown,Unknown,Unknown,92031,C,8,355.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,GS 350,2016,Base,Unknown,Used,Unknown,18000,Silver,Black,Utility,Unknown,Unknown,Unknown,128032,C,V6,311.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Jaguar,XF 25t,2018,Premium,Unknown,Used,Unknown,26000,White,White,Utility,Unknown,Unknown,Unknown,18800,C,4,247.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,M8 Gran Coupe,2023,Competition,Unknown,Used,Unknown,117500,Green,Gray,Utility,Unknown,Unknown,Unknown,2900,C,8,617.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Honda,Ridgeline Black,2017,Edition,Unknown,Used,Unknown,26000,Black,Black,Utility,Unknown,Unknown,Unknown,91600,C,V6,280.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Toyota,4Runner,2019,SR5,Unknown,Used,Unknown,30500,Blue,Black,Utility,Unknown,Unknown,Unknown,91843,C,V6,270.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Ford,Bronco Sport Outer,2021,Banks,Unknown,Used,Unknown,32455,Kodiak Brown Metallic,Ebony,Utility,Unknown,Unknown,Unknown,28105,P,12V,1.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Dodge,Charger R/T,2017,392,Unknown,Used,Unknown,37000,Gray,Red,Utility,Unknown,Unknown,Unknown,73350,C,8,485.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Mercedes-Benz,GLC 300 GLC,2022,300,Unknown,Used,Unknown,41598,Black,Black,Utility,Unknown,Unknown,Unknown,11875,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Manual,Unknown,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Tesla,Model S,2018,P100D,Unknown,Used,Unknown,49900,Black,Black,Utility,Unknown,Unknown,Unknown,47000,E,Motor,518.0,Unknown,Unknown,Unknown,Automatic,Fuel,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
INFINITI,Q50 3.0t Signature,2017,Edition,Unknown,Used,Unknown,23000,Black,Black,Utility,Unknown,Unknown,Unknown,67000,C,V6,300.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,340,2016,i,Unknown,Used,Unknown,19500,White,Black,Utility,Unknown,Unknown,Unknown,117660,6,Straight,320.0,Unknown,Unknown,Unknown,Automatic,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Pontiac,Firebird Trans,2001,Am,Unknown,Used,Unknown,10500,Gray,Black,Utility,Unknown,Unknown,Unknown,71448,C,V6,200.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Nissan,NV Passenger NV3500 HD SV,2015,V8,Unknown,Used,Unknown,29500,Silver,Gray,Utility,Unknown,Unknown,Unknown,86000,C,8,317.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,ES 350,2020,Base,Unknown,Used,Unknown,33364,Black,Black,Utility,Unknown,Unknown,Unknown,15324,P,24V,3.5L,Unknown,Unknown,Unknown,Manual,DOHC,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,135,2013,is,Unknown,Used,Unknown,29000,White,Beige,Utility,Unknown,Unknown,Unknown,29400,6,Straight,320.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Lexus,IS 300,2017,Base,Unknown,Used,Unknown,28450,Silver,Red,Utility,Unknown,Unknown,Unknown,68871,C,V6,255.0,Unknown,Unknown,Unknown,Automatic,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Cayenne,2012,S,Unknown,Used,Unknown,17999,Silver,Gray,Utility,Unknown,Unknown,Unknown,126000,C,8,400.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Pontiac,Solstice,2007,GXP,Unknown,Used,Unknown,17900,Yellow,Black,Utility,Unknown,Unknown,Unknown,25718,C,4,260.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
Porsche,Panamera,2015,Turbo,Unknown,Used,Unknown,51950,Blue,Beige,Utility,Unknown,Unknown,Unknown,67210,C,8,520.0,Unknown,Unknown,Unknown,Manual,Engine,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
BMW,X6,2018,xDrive35i,Unknown,Used,Unknown,40950,Black,Black,Utility,Unknown,Unknown,Unknown,27214,6,Straight,300.0,Unknown,Unknown,Unknown,Manual,Cylinder,Gasoline,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Clean title,Unknown,Unknown,Unknown,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
